seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr9	27531133	27531143	11	*	X4521	79817	27325207	27529850	204644	-	1282	upstream	1282	MOB3B
chr9	79520804	79520823	20	*	X4555	158471	79226292	79521003	294712	-	0	inside	179	PRUNE2
chr9	89762690	89762700	11	*	X4623	401535	89763559	89774641	11083	+	858	upstream	858	C9orf170
chr9	99823397	99823405	9	*	X4640	1515	99791959	99822167	30209	-	1229	upstream	1229	CTSV
chr9	100262557	100262565	9	*	X4644	7111	100263462	100364025	100564	+	896	upstream	896	TMOD1
chr9	113343162	113343170	9	*	X4689	79987	113127529	113342160	214632	-	1001	upstream	1001	SVEP1
chr9	115653401	115653409	9	*	X4694	57864	115641200	115653193	11994	-	207	upstream	207	SLC46A2
chr9	116916697	116916710	14	*	X4695	85301	116918231	117072975	154745	+	1520	upstream	1520	COL27A1
chr9	116916718	116916726	9	*	X4696	85301	116918231	117072975	154745	+	1504	upstream	1504	COL27A1
chr9	116916760	116916772	13	*	X4697	85301	116918231	117072975	154745	+	1458	upstream	1458	COL27A1
chr9	116916814	116916828	15	*	X4698	85301	116918231	117072975	154745	+	1402	upstream	1402	COL27A1
chr9	116917062	116917074	13	*	X4699	85301	116918231	117072975	154745	+	1156	upstream	1156	COL27A1
chr9	117692884	117692893	10	*	X4712	944	117655623	117692875	37253	-	8	upstream	8	TNFSF8
chr9	117692896	117692922	27	*	X4713	944	117655623	117692875	37253	-	20	upstream	20	TNFSF8
chr9	117692924	117692938	15	*	X4714	944	117655623	117692875	37253	-	48	upstream	48	TNFSF8
chr9	117693431	117693439	9	*	X4715	944	117655623	117692875	37253	-	555	upstream	555	TNFSF8
chr9	117693498	117693507	10	*	X4716	944	117655623	117692875	37253	-	622	upstream	622	TNFSF8
chr9	117880329	117880338	10	*	X4729	3371	117781854	117880536	98683	-	0	inside	197	TNC
chr9	125511214	125511231	18	*	X4787	392390	125512127	125513062	936	+	895	upstream	895	OR1L6
chr10	1568042	1568057	16	*	X4825	642394	1568825	1599179	30355	+	767	upstream	767	ADARB2-AS1
chr10	1568110	1568121	12	*	X4826	642394	1568825	1599179	30355	+	703	upstream	703	ADARB2-AS1
chr10	1568143	1568159	17	*	X4827	642394	1568825	1599179	30355	+	665	upstream	665	ADARB2-AS1
chr10	1568164	1568176	13	*	X4828	642394	1568825	1599179	30355	+	648	upstream	648	ADARB2-AS1
chr10	1781514	1781526	13	*	X4846	105	1223253	1779670	556418	-	1843	upstream	1843	ADARB2
chr10	6621443	6621451	9	*	X4971	439949	6622387	6627323	4937	+	935	upstream	935	PRKCQ-AS1
chr10	6623731	6623739	9	*	X4972	5588	6469105	6622254	153150	-	1476	upstream	1476	PRKCQ
chr10	7453428	7453436	9	*	X5072	57713	7200586	7453448	252863	-	0	inside	11	SFMBT2
chr10	10837690	10837700	11	*	X5109	207107	10826402	10836877	10476	-	812	upstream	812	SFTA1P
chr10	11046368	11046409	42	*	X5123	10659	11047259	11378672	331414	+	849	upstream	849	CELF2
chr10	23983528	23983554	27	*	X5205	56243	23983675	24836772	853098	+	120	upstream	120	KIAA1217
chr10	31609291	31609301	11	*	X5221	220930	31605457	31608024	2568	-	1266	upstream	1266	ZEB1-AS1
chr10	52750372	52750404	33	*	X5243	5592	52750911	54058110	1307200	+	506	upstream	506	PRKG1
chr10	52750754	52750762	9	*	X5244	5592	52750911	54058110	1307200	+	148	upstream	148	PRKG1
chr10	72970736	72970746	11	*	X5261	219699	72972292	73062635	90344	+	1545	upstream	1545	UNC5B
chr10	90824362	90824379	18	*	X5308	100616192	90823092	90823168	77	-	1193	upstream	1193	MIR4679-2
chr10	105253446	105253456	11	*	X5330	9148	105253735	105352309	98575	+	278	upstream	278	NEURL1
chr10	108925052	108925080	29	*	X5333	114815	108333421	108924466	591046	-	585	upstream	585	SORCS1
chr10	111769036	111769047	12	*	X5335	100505933	111705317	111768139	62823	-	896	upstream	896	ADD3-AS1
chr10	126138898	126138906	9	*	X5412	390010	126135998	126138550	2553	-	347	upstream	347	NKX1-2
chr11	41481350	41481359	10	*	X5572	57689	40135751	41481186	1345436	-	163	upstream	163	LRRC4C
chr11	41481419	41481427	9	*	X5573	57689	40135751	41481186	1345436	-	232	upstream	232	LRRC4C
chr11	57227223	57227231	9	*	X5591	349667	57228339	57244384	16046	+	1107	upstream	1107	RTN4RL2
chr11	57227234	57227243	10	*	X5592	349667	57228339	57244384	16046	+	1095	upstream	1095	RTN4RL2
chr11	57227403	57227412	10	*	X5593	349667	57228339	57244384	16046	+	926	upstream	926	RTN4RL2
chr11	57227497	57227512	16	*	X5594	349667	57228339	57244384	16046	+	826	upstream	826	RTN4RL2
chr11	57227531	57227539	9	*	X5595	349667	57228339	57244384	16046	+	799	upstream	799	RTN4RL2
chr11	60282783	60282794	12	*	X5606	503497	60282886	60310191	27306	+	91	upstream	91	MS4A13
chr11	62068123	62068133	11	*	X5611	404552	62063754	62066536	2783	-	1586	upstream	1586	SCGB1D4
chr11	67349155	67349164	10	*	X5617	2950	67351066	67354124	3059	+	1901	upstream	1901	GSTP1
chr11	67407703	67407711	9	*	X5620	347853	67398774	67407031	8258	-	671	upstream	671	TBX10
chr11	67408704	67408717	14	*	X5621	347853	67398774	67407031	8258	-	1672	upstream	1672	TBX10
chr11	75922024	75922032	9	*	X5648	7481	75897370	75921803	24434	-	220	upstream	220	WNT11
chr11	75923035	75923045	11	*	X5649	7481	75897370	75921803	24434	-	1231	upstream	1231	WNT11
chr11	75923076	75923079	4	*	X5650	7481	75897370	75921803	24434	-	1272	upstream	1272	WNT11
chr11	113930568	113930576	9	*	X5684	7704	113930431	114121397	190967	+	0	inside	136	ZBTB16
chr12	14133628	14133638	11	*	X5777	2904	13714410	14133022	418613	-	605	upstream	605	GRIN2B
chr12	14133829	14133843	15	*	X5778	2904	13714410	14133022	418613	-	806	upstream	806	GRIN2B
chr12	14133850	14133860	11	*	X5779	2904	13714410	14133022	418613	-	827	upstream	827	GRIN2B
chr12	21928315	21928325	11	*	X5785	3764	21917889	21927755	9867	-	559	upstream	559	KCNJ8
chr12	24715384	24715395	12	*	X5790	6660	23685231	24715383	1030153	-	0	upstream	0	SOX5
chr12	24715398	24715415	18	*	X5791	6660	23685231	24715383	1030153	-	14	upstream	14	SOX5
chr12	24715419	24715443	25	*	X5792	6660	23685231	24715383	1030153	-	35	upstream	35	SOX5
chr12	24716431	24716467	37	*	X5793	6660	23685231	24715383	1030153	-	1047	upstream	1047	SOX5
chr12	24716470	24716482	13	*	X5794	6660	23685231	24715383	1030153	-	1086	upstream	1086	SOX5
chr12	26277891	26277918	28	*	X5797	79365	26272959	26278003	5045	-	0	inside	84	BHLHE41
chr12	50450804	50450813	10	*	X5814	41	50451420	50477405	25986	+	606	upstream	606	ASIC1
chr12	57608863	57608872	10	*	X5834	11247	57610578	57620232	9655	+	1705	upstream	1705	NXPH4
chr12	57608874	57608883	10	*	X5835	11247	57610578	57620232	9655	+	1694	upstream	1694	NXPH4
chr12	57609236	57609244	9	*	X5836	11247	57610578	57620232	9655	+	1333	upstream	1333	NXPH4
chr12	57609341	57609349	9	*	X5837	11247	57610578	57620232	9655	+	1228	upstream	1228	NXPH4
chr12	66217438	66217448	11	*	X5849	8091	66217437	66360071	142635	+	0	inside	0	HMGA2
chr12	66217501	66217512	12	*	X5850	8091	66217437	66360071	142635	+	0	inside	63	HMGA2
chr12	66217578	66217586	9	*	X5851	8091	66217437	66360071	142635	+	0	inside	140	HMGA2
chr12	72665504	72665529	26	*	X5878	29953	72666529	73059422	392894	+	999	upstream	999	TRHDE
chr12	72665531	72665540	10	*	X5879	29953	72666529	73059422	392894	+	988	upstream	988	TRHDE
chr12	82153275	82153286	12	*	X5889	8499	81652045	82153109	501065	-	165	upstream	165	PPFIA2
chr12	117801491	117801502	12	*	X6007	4842	117645947	117799607	153661	-	1883	upstream	1883	NOS1
chr12	117801531	117801548	18	*	X6008	4842	117645947	117799607	153661	-	1923	upstream	1923	NOS1
chr12	119771771	119771779	9	*	X6037	160777	119772517	119978852	206336	+	737	upstream	737	CCDC60
chr12	119771843	119771851	9	*	X6038	160777	119772517	119978852	206336	+	665	upstream	665	CCDC60
chr12	132907144	132907153	10	*	X6261	50614	132680917	132905905	224989	-	1238	upstream	1238	GALNT9
chr12	132907156	132907166	11	*	X6262	50614	132680917	132905905	224989	-	1250	upstream	1250	GALNT9
chr12	132907285	132907293	9	*	X6263	50614	132680917	132905905	224989	-	1379	upstream	1379	GALNT9
chr12	132907301	132907309	9	*	X6264	50614	132680917	132905905	224989	-	1395	upstream	1395	GALNT9
chr12	132907350	132907358	9	*	X6265	50614	132680917	132905905	224989	-	1444	upstream	1444	GALNT9
chr12	132907560	132907568	9	*	X6266	50614	132680917	132905905	224989	-	1654	upstream	1654	GALNT9
chr12	132907684	132907692	9	*	X6267	50614	132680917	132905905	224989	-	1778	upstream	1778	GALNT9
chr12	132907821	132907829	9	*	X6268	50614	132680917	132905905	224989	-	1915	upstream	1915	GALNT9
chr12	132907837	132907848	12	*	X6269	50614	132680917	132905905	224989	-	1931	upstream	1931	GALNT9
chr13	20734879	20734888	10	*	X6294	2700	20712395	20735183	22789	-	0	inside	294	GJA3
chr13	20735106	20735114	9	*	X6295	2700	20712395	20735183	22789	-	0	inside	68	GJA3
chr13	20735125	20735134	10	*	X6296	2700	20712395	20735183	22789	-	0	inside	48	GJA3
chr13	20735280	20735283	4	*	X6297	2700	20712395	20735183	22789	-	96	upstream	96	GJA3
chr13	22244010	22244050	41	*	X6300	2254	22245215	22278640	33426	+	1164	upstream	1164	FGF9
chr13	22244685	22244711	27	*	X6301	2254	22245215	22278640	33426	+	503	upstream	503	FGF9
chr13	22244758	22244766	9	*	X6302	2254	22245215	22278640	33426	+	448	upstream	448	FGF9
chr13	31478905	31478921	17	*	X6413	84935	31480312	31499709	19398	+	1390	upstream	1390	MEDAG
chr13	37005409	37005419	11	*	X6414	8900	37005657	37017019	11363	+	237	upstream	237	CCNA1
chr13	38444809	38444821	13	*	X6431	7223	38210773	38443939	233167	-	869	upstream	869	TRPC4
chr13	38444824	38444837	14	*	X6432	7223	38210773	38443939	233167	-	884	upstream	884	TRPC4
chr13	38444946	38444957	12	*	X6433	7223	38210773	38443939	233167	-	1006	upstream	1006	TRPC4
chr13	38444962	38444971	10	*	X6434	7223	38210773	38443939	233167	-	1022	upstream	1022	TRPC4
chr13	58205474	58205483	10	*	X6455	27253	58205789	58303065	97277	+	305	upstream	305	PCDH17
chr14	21537196	21537204	9	*	X6500	55701	21538527	21558036	19510	+	1322	upstream	1322	ARHGEF40
chr14	25518869	25518877	9	*	X6526	29091	25281306	25519171	237866	-	0	inside	293	STXBP6
chr14	27068229	27068238	10	*	X6528	4857	26915089	27066960	151872	-	1268	upstream	1268	NOVA1
chr14	29242167	29242175	9	*	X6532	387978	29241910	29264000	22091	+	0	inside	256	LINC01551
chr14	36001948	36001959	12	*	X6546	84684	36003248	36006260	3013	+	1288	upstream	1288	INSM2
chr14	42076355	42076356	2	*	X6565	145581	42076764	42373752	296989	+	407	upstream	407	LRFN5
chr14	42076562	42076572	11	*	X6566	145581	42076764	42373752	296989	+	191	upstream	191	LRFN5
chr14	42076726	42076751	26	*	X6567	145581	42076764	42373752	296989	+	12	upstream	12	LRFN5
chr14	42076753	42076761	9	*	X6568	145581	42076764	42373752	296989	+	2	upstream	2	LRFN5
chr14	51299389	51299408	20	*	X6575	51199	51186481	51297839	111359	-	1549	upstream	1549	NIN
chr14	60953655	60953665	11	*	X6642	317761	60902674	60952764	50091	-	890	upstream	890	C14orf39
chr14	63671034	63671045	12	*	X6653	57381	63671102	63760230	89129	+	56	upstream	56	RHOJ
chr14	88793638	88793647	10	*	X6787	54207	88646452	88793256	146805	-	381	upstream	381	KCNK10
chr14	88793659	88793667	9	*	X6788	54207	88646452	88793256	146805	-	402	upstream	402	KCNK10
chr15	23807625	23807634	10	*	X6890	100616275	23807209	23807278	70	-	346	upstream	346	MIR4508
chr15	37179565	37179573	9	*	X6921	145845	37156644	37178734	22091	-	830	upstream	830	LOC145845
chr15	52822453	52822464	12	*	X6939	4644	52599480	52821247	221768	-	1205	upstream	1205	MYO5A
chr15	60294848	60294861	14	*	X6971	27023	60296421	60328408	31988	+	1559	upstream	1559	FOXB1
chr15	60294864	60294876	13	*	X6972	27023	60296421	60328408	31988	+	1544	upstream	1544	FOXB1
chr15	64339719	64339729	11	*	X6977	23604	64199235	64338521	139287	-	1197	upstream	1197	DAPK2
chr15	66546291	66546299	9	*	X6978	84465	66187634	66546075	358442	-	215	upstream	215	MEGF11
chr15	79383207	79383218	12	*	X7027	5923	79252289	79383215	130927	-	0	overlapStart	0	RASGRF1
chr15	79383281	79383311	31	*	X7028	5923	79252289	79383215	130927	-	65	upstream	65	RASGRF1
chr15	79723845	79723857	13	*	X7030	23251	79724858	79764642	39785	+	1000	upstream	1000	MINAR1
chr15	81475367	81475386	20	*	X7037	3603	81475093	81605104	130012	+	0	inside	273	IL16
chr15	81475389	81475405	17	*	X7038	3603	81475093	81605104	130012	+	0	inside	295	IL16
chr15	94774310	94774320	11	*	X7132	55784	94774801	95027181	252381	+	480	upstream	480	MCTP2
chr15	102356690	102356713	24	*	X7221	390649	102358390	102359328	939	+	1676	upstream	1676	OR4F15
chr16	10276753	10276762	10	*	X7419	2903	9847265	10276611	429347	-	141	upstream	141	GRIN2A
chr16	19123580	19123597	18	*	X7459	162073	19125254	19132952	7699	+	1656	upstream	1656	ITPRIPL2
chr16	19123602	19123613	12	*	X7460	162073	19125254	19132952	7699	+	1640	upstream	1640	ITPRIPL2
chr16	23313441	23313452	12	*	X7475	6338	23313591	23392620	79030	+	138	upstream	138	SCNN1B
chr16	23313537	23313545	9	*	X7476	6338	23313591	23392620	79030	+	45	upstream	45	SCNN1B
chr16	23313815	23313824	10	*	X7477	6338	23313591	23392620	79030	+	0	inside	223	SCNN1B
chr16	24265699	24265708	10	*	X7499	10368	24266874	24373737	106864	+	1165	upstream	1165	CACNG3
chr16	25702646	25702654	9	*	X7512	9951	25703347	26149009	445663	+	692	upstream	692	HS3ST4
chr16	52583620	52583629	10	*	X7580	27324	52471918	52581714	109797	-	1905	upstream	1905	TOX3
chr16	55688913	55688921	9	*	X7583	6530	55689542	55740104	50563	+	620	upstream	620	SLC6A2
chr16	67283110	67283126	17	*	X7587	29109	67263292	67281425	18134	-	1684	upstream	1684	FHOD1
chr16	67283110	67283126	17	*	X7587	6553	67282855	67306094	23240	+	0	inside	254	SLC9A5
chr16	77469911	77469945	35	*	X7752	170692	77316025	77469011	152987	-	899	upstream	899	ADAMTS18
chr16	77469958	77469967	10	*	X7753	170692	77316025	77469011	152987	-	946	upstream	946	ADAMTS18
chr16	77469976	77469989	14	*	X7754	170692	77316025	77469011	152987	-	964	upstream	964	ADAMTS18
chr16	82068526	82068553	28	*	X7812	3294	82068858	82132139	63282	+	304	upstream	304	HSD17B2
chr16	84327802	84327815	14	*	X7942	58189	84328401	84363450	35050	+	585	upstream	585	WFDC1
chr16	84327825	84327839	15	*	X7943	58189	84328401	84363450	35050	+	561	upstream	561	WFDC1
chr16	89158814	89158825	12	*	X8001	197322	89160217	89222171	61955	+	1391	upstream	1391	ACSF3
chr17	16395871	16395879	9	*	X8082	388341	16345319	16395505	50187	-	365	upstream	365	LRRC75A
chr17	16396157	16396166	10	*	X8083	388341	16345319	16395505	50187	-	651	upstream	651	LRRC75A
chr17	47073102	47073110	9	*	X8123	10642	47074774	47133507	58734	+	1663	upstream	1663	IGF2BP1
chr17	53500336	53500348	13	*	X8183	23531	53469974	53499341	29368	-	994	upstream	994	MMD
chr17	53809855	53809901	47	*	X8201	55273	53796988	53809482	12495	-	372	upstream	372	TMEM100
chr17	56313878	56313890	13	*	X8253	4025	56315787	56345879	30093	+	1896	upstream	1896	LPO
chr17	56833195	56833203	9	*	X8256	22843	56833230	57062540	229311	+	26	upstream	26	PPM1E
chr17	66598600	66598608	9	*	X8269	54757	66531257	66597095	65839	-	1504	upstream	1504	FAM20A
chr17	68069851	68069860	10	*	X8309	3773	68071366	68131746	60381	+	1505	upstream	1505	KCNJ16
chr17	68164692	68164717	26	*	X8316	3759	68164814	68176183	11370	+	96	upstream	96	KCNJ2
chr17	68166016	68166025	10	*	X8317	400617	68163102	68165543	2442	-	472	upstream	472	KCNJ2-AS1
chr17	70116809	70116817	9	*	X8374	6662	70117161	70122560	5400	+	343	upstream	343	SOX9
chr17	70116820	70116846	27	*	X8375	6662	70117161	70122560	5400	+	314	upstream	314	SOX9
chr17	71160264	71160296	33	*	X8376	6752	71161160	71168062	6903	+	863	upstream	863	SSTR2
chr17	71161173	71161182	10	*	X8377	6752	71161160	71168062	6903	+	0	inside	12	SSTR2
chr17	71161436	71161475	40	*	X8378	6752	71161160	71168062	6903	+	0	inside	275	SSTR2
chr18	501163	501171	9	*	X8457	81035	319355	500729	181375	-	433	upstream	433	COLEC12
chr18	7119264	7119272	9	*	X8479	284217	6941743	7117813	176071	-	1450	upstream	1450	LAMA1
chr18	11149638	11149646	9	*	X8515	63895	10670244	11148761	478518	-	876	upstream	876	PIEZO2
chr18	31157844	31157853	10	*	X8554	80816	31158541	31327399	168859	+	687	upstream	687	ASXL3
chr18	31157860	31157871	12	*	X8555	80816	31158541	31327399	168859	+	669	upstream	669	ASXL3
chr18	31804736	31804751	16	*	X8557	8715	31431064	31803515	372452	-	1220	upstream	1220	NOL4
chr18	31804792	31804805	14	*	X8558	8715	31431064	31803515	372452	-	1276	upstream	1276	NOL4
chr18	55101610	55101652	43	*	X8564	9480	55102917	55158530	55614	+	1264	upstream	1264	ONECUT2
chr19	10515574	10515587	14	*	X8602	100302213	10514134	10514214	81	-	1359	upstream	1359	MIR1181
chr19	10515574	10515587	14	*	X8602	11140	10501809	10514271	12463	-	1302	upstream	1302	CDC37
chr19	10515616	10515626	11	*	X8603	100302213	10514134	10514214	81	-	1401	upstream	1401	MIR1181
chr19	10515616	10515626	11	*	X8603	11140	10501809	10514271	12463	-	1344	upstream	1344	CDC37
chr19	10515629	10515639	11	*	X8604	100302213	10514134	10514214	81	-	1414	upstream	1414	MIR1181
chr19	10515629	10515639	11	*	X8604	11140	10501809	10514271	12463	-	1357	upstream	1357	CDC37
chr19	10516187	10516199	13	*	X8605	100302213	10514134	10514214	81	-	1972	upstream	1972	MIR1181
chr19	10516187	10516199	13	*	X8605	11140	10501809	10514271	12463	-	1915	upstream	1915	CDC37
chr19	14993610	14993637	28	*	X8636	26333	14991238	14992167	930	-	1442	upstream	1442	OR7A17
chr19	31839938	31839946	9	*	X8691	57616	31765851	31840190	74340	-	0	inside	243	TSHZ3
chr19	34110852	34110862	11	*	X8716	64377	34112861	34264414	151554	+	1998	upstream	1998	CHST8
chr19	34110864	34110880	17	*	X8717	64377	34112861	34264414	151554	+	1980	upstream	1980	CHST8
chr19	34111303	34111332	30	*	X8718	64377	34112861	34264414	151554	+	1528	upstream	1528	CHST8
chr19	34111944	34111952	9	*	X8719	64377	34112861	34264414	151554	+	908	upstream	908	CHST8
chr19	51413911	51413922	12	*	X8775	9622	51409608	51413994	4387	-	0	inside	71	KLK4
chr19	55043037	55043046	10	*	X8792	90011	55043909	55055195	11287	+	862	upstream	862	KIR3DX1
chr19	55083651	55083659	9	*	X8797	11027	55084482	55107956	23475	+	822	upstream	822	LILRA2
chr19	55882297	55882310	14	*	X8813	3589	55875750	55881831	6082	-	465	upstream	465	IL11
chr19	56348975	56348990	16	*	X8820	204801	56296763	56348128	51366	-	846	upstream	846	NLRP11
chr20	1975400	1975412	13	*	X8829	5173	1959402	1974931	15530	-	468	upstream	468	PDYN
chr20	5891785	5891793	9	*	X8830	1114	5891974	5906005	14032	+	180	upstream	180	CHGB
chr20	22567164	22567186	23	*	X8915	3170	22561642	22566101	4460	-	1062	upstream	1062	FOXA2
chr20	22567230	22567239	10	*	X8916	3170	22561642	22566101	4460	-	1128	upstream	1128	FOXA2
chr20	44168888	44168897	10	*	X8951	140870	44162836	44168134	5299	-	753	upstream	753	WFDC6
chr20	44176371	44176379	9	*	X8953	100526773	44164919	44176065	11147	-	305	upstream	305	EPPIN-WFDC6
chr20	44176371	44176379	9	*	X8953	57119	44169265	44176065	6801	-	305	upstream	305	EPPIN
chr20	51588064	51588086	23	*	X9021	128553	51588946	52111869	522924	+	859	upstream	859	TSHZ2
chr20	51588946	51588958	13	*	X9022	128553	51588946	52111869	522924	+	0	inside	0	TSHZ2
chr20	51588963	51588975	13	*	X9023	128553	51588946	52111869	522924	+	0	inside	16	TSHZ2
chr20	51588978	51588990	13	*	X9024	128553	51588946	52111869	522924	+	0	inside	31	TSHZ2
chr20	51589008	51589019	12	*	X9025	128553	51588946	52111869	522924	+	0	inside	61	TSHZ2
chr20	51589032	51589045	14	*	X9026	128553	51588946	52111869	522924	+	0	inside	85	TSHZ2
chr20	51589048	51589057	10	*	X9027	128553	51588946	52111869	522924	+	0	inside	101	TSHZ2
chr20	51589065	51589074	10	*	X9028	128553	51588946	52111869	522924	+	0	inside	118	TSHZ2
chr20	51589077	51589089	13	*	X9029	128553	51588946	52111869	522924	+	0	inside	130	TSHZ2
chr20	56724209	56724217	9	*	X9187	128602	56725983	56736183	10201	+	1765	upstream	1765	C20orf85
chr20	58629727	58629735	9	*	X9242	284756	58630980	58648008	17029	+	1244	upstream	1244	C20orf197
chr20	58630020	58630033	14	*	X9243	284756	58630980	58648008	17029	+	946	upstream	946	C20orf197
chr21	18985207	18985216	10	*	X9521	10950	18965968	18985268	19301	-	0	inside	51	BTG3
chr21	31312422	31312448	27	*	X9532	2897	30909254	31312282	403029	-	139	upstream	139	GRIK1
chr21	31312459	31312468	10	*	X9533	2897	30909254	31312282	403029	-	176	upstream	176	GRIK1
chr21	31312471	31312491	21	*	X9534	2897	30909254	31312282	403029	-	188	upstream	188	GRIK1
chr21	43188127	43188136	10	*	X9582	54101	43159529	43187249	27721	-	877	upstream	877	RIPK4
chr21	46132635	46132643	9	*	X9630	54084	45917775	46131495	213721	-	1139	upstream	1139	TSPEAR
chr22	37100670	37100683	14	*	X9648	10369	36956916	37098690	141775	-	1979	upstream	1979	CACNG2
chrX	23351525	23351541	17	*	X9663	139411	23352985	23414918	61934	+	1443	upstream	1443	PTCHD1
chrX	108977515	108977524	10	*	X9719	2182	108884564	108976621	92058	-	893	upstream	893	ACSL4
chrX	118108081	118108091	11	*	X9734	79836	118108713	118151949	43237	+	621	upstream	621	LONRF3
chrX	135863355	135863365	11	*	X9766	9459	135747712	135863503	115792	-	0	inside	137	ARHGEF6
chrX	135863368	135863383	16	*	X9767	9459	135747712	135863503	115792	-	0	inside	119	ARHGEF6
chrX	136114412	136114422	11	*	X9768	83550	136112307	136113833	1527	-	578	upstream	578	GPR101
chrX	136115005	136115013	9	*	X9769	83550	136112307	136113833	1527	-	1171	upstream	1171	GPR101
chrX	136115091	136115100	10	*	X9770	83550	136112307	136113833	1527	-	1257	upstream	1257	GPR101
chrX	137792841	137792853	13	*	X9771	100129662	137794269	137798763	4495	+	1415	upstream	1415	FGF13-AS1
